,date,entry
1305,14.05.2001,ozellestirildiginde herseyin daha da boktan bir hala alacagini ve telefonun lux bir iletisim araci olacagina inandigim kurulus.ayrica devlet 10-20 milyar $ arasi bir fiyata satacagini duydugumda devletin kâr yerine buyuk zararlar edecegini dusunuyorum.ayrica hali hazirda bulunan abone degerinin fiyata eklenmedigi ve sadece binalarin ve makinalarin degerine satilacagi da dusunulerek devletin ne bokuna satmaya calistigini anlayamadim.ayricaimfveabd'nin illa da ozellestirin diye baski yapmasi da baska bir sorun.ozellestirilmis bir tekelin nelere yol acacagini ise dusunmek bile istemiyorum.
1306,24.07.2001,"ben: iyi gunler. turk telekom mu?tt: evet buyrun.ben: benim adsl baglantimda bir sorun var nereyle konusmam gerek acaba?tt: bir saniye sizi ozel devreler bolumune bagliyorum...tt: buyrun.ben: iyi gunler. benim adsl hat...tt: bir sn. sizi bagliyorum.......ben: iyi gunler. benim adsl hattimda bir sorun var.tt: buyrun. sorun nedir?ben: dun aksamdan beri sinyal gelmiyor modeme.tt: hmm. nedir modeminiz ?ben: cart curt.tt: isiklar nasil yaniyor ? kirmizi ? yesil ?ben: kirmizi hanfendi.tt: abone no alabilir miyim?ben: xxxxxxxxxtt: bir sn. lutfen...tt: efendim hattiniz borctan kapatilmis (ne borcu ?!).ben: ne borcu hanfendi. odedim ben.tt: size bir no veriyorum. arayip sorabilirsiniz.ben: alayim.(aranir)ben: iyi gunler. benim hede hattim borctan dolayi kapanmis. bir bakar misiniz ben odemistim.tt: bakayim....tt: bir sn...tt: beyfendi borcunuz yok. ben birazdan actiririm.ben: eh sagolun.burda merak ettigim acaba ttdekiler neye gore hat kesiyorlar.kura, cekilis falan mi yapiyorlar can sikintisindan ?"
1307,20.08.2001,(bkz:türk tenekekom)
1308,17.10.2001,http://www.telekom.gov.tr/
1309,17.01.2002,"acıbadem'de , avrupa yakasının bile belirli bölgelerinden görülebilen bir binası olan kuruluş..."
1310,08.03.2000,halkim bir suru ben bunlari nasil duduklerim oy oy diye taklalar atan kurum..
1311,04.11.2000,napacagi belli olmayan basketbol takimi.
1312,15.02.2001,"bazen mit gibi calistigini dusundugum ilginc sirket...zamaninda irc de rastladigim birisi muhabbet arasinda bana turk nokta net ten baskasinin kredi karti ile yaptigim alisverislerden bahsetmisti... daha sonra tansu ciller ve e-mailla yoladigi gizli dosyalar gibi ucuk hikayeler anlatmisti...ama irc deki birisinin durup dururken nasil olupda kimin kredi kartindan ne kadar harcadigimi bildigini merak etmisimdir...telekomdaki telefon numarasinida verdiydi bu abimiz, ara dediydi."
1313,09.04.2001,"data devrelerine yaptigi fahis zamla isp leri cileden cikarmis, ""ulan verdigin hizmet ne aldigin para ne "" dedirten kurulus. sayelerinde 56 k ve cable  modemden ilerisini goremeyen bir ulus olacagiz."
1314,16.04.2001,ozellestirilmesinin cok seyi degistirmeyecegine inandigim sirket. telekom u satin alacak sirket kar realizasyonuna gidecek ve belki de internet kullanicilarina daha beter eziyet cektirebilecektir. gsm misali lisans cogaltilmadikca ve rekabet ortami olusturulmadikcaturkiye internet magdurlari dernegien buyuk sivil olusum olacaktir.
1315,14.05.2001,ozellestirildiginde herseyin daha da boktan bir hala alacagini ve telefonun lux bir iletisim araci olacagina inandigim kurulus.ayrica devlet 10-20 milyar $ arasi bir fiyata satacagini duydugumda devletin kâr yerine buyuk zararlar edecegini dusunuyorum.ayrica hali hazirda bulunan abone degerinin fiyata eklenmedigi ve sadece binalarin ve makinalarin degerine satilacagi da dusunulerek devletin ne bokuna satmaya calistigini anlayamadim.ayricaimfveabd'nin illa da ozellestirin diye baski yapmasi da baska bir sorun.ozellestirilmis bir tekelin nelere yol acacagini ise dusunmek bile istemiyorum.
1316,24.07.2001,"ben: iyi gunler. turk telekom mu?tt: evet buyrun.ben: benim adsl baglantimda bir sorun var nereyle konusmam gerek acaba?tt: bir saniye sizi ozel devreler bolumune bagliyorum...tt: buyrun.ben: iyi gunler. benim adsl hat...tt: bir sn. sizi bagliyorum.......ben: iyi gunler. benim adsl hattimda bir sorun var.tt: buyrun. sorun nedir?ben: dun aksamdan beri sinyal gelmiyor modeme.tt: hmm. nedir modeminiz ?ben: cart curt.tt: isiklar nasil yaniyor ? kirmizi ? yesil ?ben: kirmizi hanfendi.tt: abone no alabilir miyim?ben: xxxxxxxxxtt: bir sn. lutfen...tt: efendim hattiniz borctan kapatilmis (ne borcu ?!).ben: ne borcu hanfendi. odedim ben.tt: size bir no veriyorum. arayip sorabilirsiniz.ben: alayim.(aranir)ben: iyi gunler. benim hede hattim borctan dolayi kapanmis. bir bakar misiniz ben odemistim.tt: bakayim....tt: bir sn...tt: beyfendi borcunuz yok. ben birazdan actiririm.ben: eh sagolun.burda merak ettigim acaba ttdekiler neye gore hat kesiyorlar.kura, cekilis falan mi yapiyorlar can sikintisindan ?"
1317,20.08.2001,(bkz:türk tenekekom)
1318,17.10.2001,http://www.telekom.gov.tr/
1319,17.01.2002,"acıbadem'de , avrupa yakasının bile belirli bölgelerinden görülebilen bir binası olan kuruluş..."
1320,08.03.2000,halkim bir suru ben bunlari nasil duduklerim oy oy diye taklalar atan kurum..
1321,04.11.2000,napacagi belli olmayan basketbol takimi.
1322,15.02.2001,"bazen mit gibi calistigini dusundugum ilginc sirket...zamaninda irc de rastladigim birisi muhabbet arasinda bana turk nokta net ten baskasinin kredi karti ile yaptigim alisverislerden bahsetmisti... daha sonra tansu ciller ve e-mailla yoladigi gizli dosyalar gibi ucuk hikayeler anlatmisti...ama irc deki birisinin durup dururken nasil olupda kimin kredi kartindan ne kadar harcadigimi bildigini merak etmisimdir...telekomdaki telefon numarasinida verdiydi bu abimiz, ara dediydi."
1323,09.04.2001,"data devrelerine yaptigi fahis zamla isp leri cileden cikarmis, ""ulan verdigin hizmet ne aldigin para ne "" dedirten kurulus. sayelerinde 56 k ve cable  modemden ilerisini goremeyen bir ulus olacagiz."
1324,16.04.2001,ozellestirilmesinin cok seyi degistirmeyecegine inandigim sirket. telekom u satin alacak sirket kar realizasyonuna gidecek ve belki de internet kullanicilarina daha beter eziyet cektirebilecektir. gsm misali lisans cogaltilmadikca ve rekabet ortami olusturulmadikcaturkiye internet magdurlari dernegien buyuk sivil olusum olacaktir.
1325,14.05.2001,ozellestirildiginde herseyin daha da boktan bir hala alacagini ve telefonun lux bir iletisim araci olacagina inandigim kurulus.ayrica devlet 10-20 milyar $ arasi bir fiyata satacagini duydugumda devletin kâr yerine buyuk zararlar edecegini dusunuyorum.ayrica hali hazirda bulunan abone degerinin fiyata eklenmedigi ve sadece binalarin ve makinalarin degerine satilacagi da dusunulerek devletin ne bokuna satmaya calistigini anlayamadim.ayricaimfveabd'nin illa da ozellestirin diye baski yapmasi da baska bir sorun.ozellestirilmis bir tekelin nelere yol acacagini ise dusunmek bile istemiyorum.
1326,24.07.2001,"ben: iyi gunler. turk telekom mu?tt: evet buyrun.ben: benim adsl baglantimda bir sorun var nereyle konusmam gerek acaba?tt: bir saniye sizi ozel devreler bolumune bagliyorum...tt: buyrun.ben: iyi gunler. benim adsl hat...tt: bir sn. sizi bagliyorum.......ben: iyi gunler. benim adsl hattimda bir sorun var.tt: buyrun. sorun nedir?ben: dun aksamdan beri sinyal gelmiyor modeme.tt: hmm. nedir modeminiz ?ben: cart curt.tt: isiklar nasil yaniyor ? kirmizi ? yesil ?ben: kirmizi hanfendi.tt: abone no alabilir miyim?ben: xxxxxxxxxtt: bir sn. lutfen...tt: efendim hattiniz borctan kapatilmis (ne borcu ?!).ben: ne borcu hanfendi. odedim ben.tt: size bir no veriyorum. arayip sorabilirsiniz.ben: alayim.(aranir)ben: iyi gunler. benim hede hattim borctan dolayi kapanmis. bir bakar misiniz ben odemistim.tt: bakayim....tt: bir sn...tt: beyfendi borcunuz yok. ben birazdan actiririm.ben: eh sagolun.burda merak ettigim acaba ttdekiler neye gore hat kesiyorlar.kura, cekilis falan mi yapiyorlar can sikintisindan ?"
1327,20.08.2001,(bkz:türk tenekekom)
1328,17.10.2001,http://www.telekom.gov.tr/
1329,17.01.2002,"acıbadem'de , avrupa yakasının bile belirli bölgelerinden görülebilen bir binası olan kuruluş..."
1330,08.03.2000,halkim bir suru ben bunlari nasil duduklerim oy oy diye taklalar atan kurum..
1331,04.11.2000,napacagi belli olmayan basketbol takimi.
1332,15.02.2001,"bazen mit gibi calistigini dusundugum ilginc sirket...zamaninda irc de rastladigim birisi muhabbet arasinda bana turk nokta net ten baskasinin kredi karti ile yaptigim alisverislerden bahsetmisti... daha sonra tansu ciller ve e-mailla yoladigi gizli dosyalar gibi ucuk hikayeler anlatmisti...ama irc deki birisinin durup dururken nasil olupda kimin kredi kartindan ne kadar harcadigimi bildigini merak etmisimdir...telekomdaki telefon numarasinida verdiydi bu abimiz, ara dediydi."
1333,09.04.2001,"data devrelerine yaptigi fahis zamla isp leri cileden cikarmis, ""ulan verdigin hizmet ne aldigin para ne "" dedirten kurulus. sayelerinde 56 k ve cable  modemden ilerisini goremeyen bir ulus olacagiz."
1334,16.04.2001,ozellestirilmesinin cok seyi degistirmeyecegine inandigim sirket. telekom u satin alacak sirket kar realizasyonuna gidecek ve belki de internet kullanicilarina daha beter eziyet cektirebilecektir. gsm misali lisans cogaltilmadikca ve rekabet ortami olusturulmadikcaturkiye internet magdurlari dernegien buyuk sivil olusum olacaktir.
1335,14.05.2001,ozellestirildiginde herseyin daha da boktan bir hala alacagini ve telefonun lux bir iletisim araci olacagina inandigim kurulus.ayrica devlet 10-20 milyar $ arasi bir fiyata satacagini duydugumda devletin kâr yerine buyuk zararlar edecegini dusunuyorum.ayrica hali hazirda bulunan abone degerinin fiyata eklenmedigi ve sadece binalarin ve makinalarin degerine satilacagi da dusunulerek devletin ne bokuna satmaya calistigini anlayamadim.ayricaimfveabd'nin illa da ozellestirin diye baski yapmasi da baska bir sorun.ozellestirilmis bir tekelin nelere yol acacagini ise dusunmek bile istemiyorum.
1336,24.07.2001,"ben: iyi gunler. turk telekom mu?tt: evet buyrun.ben: benim adsl baglantimda bir sorun var nereyle konusmam gerek acaba?tt: bir saniye sizi ozel devreler bolumune bagliyorum...tt: buyrun.ben: iyi gunler. benim adsl hat...tt: bir sn. sizi bagliyorum.......ben: iyi gunler. benim adsl hattimda bir sorun var.tt: buyrun. sorun nedir?ben: dun aksamdan beri sinyal gelmiyor modeme.tt: hmm. nedir modeminiz ?ben: cart curt.tt: isiklar nasil yaniyor ? kirmizi ? yesil ?ben: kirmizi hanfendi.tt: abone no alabilir miyim?ben: xxxxxxxxxtt: bir sn. lutfen...tt: efendim hattiniz borctan kapatilmis (ne borcu ?!).ben: ne borcu hanfendi. odedim ben.tt: size bir no veriyorum. arayip sorabilirsiniz.ben: alayim.(aranir)ben: iyi gunler. benim hede hattim borctan dolayi kapanmis. bir bakar misiniz ben odemistim.tt: bakayim....tt: bir sn...tt: beyfendi borcunuz yok. ben birazdan actiririm.ben: eh sagolun.burda merak ettigim acaba ttdekiler neye gore hat kesiyorlar.kura, cekilis falan mi yapiyorlar can sikintisindan ?"
1337,20.08.2001,(bkz:türk tenekekom)
1338,17.10.2001,http://www.telekom.gov.tr/
1339,17.01.2002,"acıbadem'de , avrupa yakasının bile belirli bölgelerinden görülebilen bir binası olan kuruluş..."
1340,08.03.2000,halkim bir suru ben bunlari nasil duduklerim oy oy diye taklalar atan kurum..
1341,04.11.2000,napacagi belli olmayan basketbol takimi.
1342,15.02.2001,"bazen mit gibi calistigini dusundugum ilginc sirket...zamaninda irc de rastladigim birisi muhabbet arasinda bana turk nokta net ten baskasinin kredi karti ile yaptigim alisverislerden bahsetmisti... daha sonra tansu ciller ve e-mailla yoladigi gizli dosyalar gibi ucuk hikayeler anlatmisti...ama irc deki birisinin durup dururken nasil olupda kimin kredi kartindan ne kadar harcadigimi bildigini merak etmisimdir...telekomdaki telefon numarasinida verdiydi bu abimiz, ara dediydi."
1343,09.04.2001,"data devrelerine yaptigi fahis zamla isp leri cileden cikarmis, ""ulan verdigin hizmet ne aldigin para ne "" dedirten kurulus. sayelerinde 56 k ve cable  modemden ilerisini goremeyen bir ulus olacagiz."
1344,16.04.2001,ozellestirilmesinin cok seyi degistirmeyecegine inandigim sirket. telekom u satin alacak sirket kar realizasyonuna gidecek ve belki de internet kullanicilarina daha beter eziyet cektirebilecektir. gsm misali lisans cogaltilmadikca ve rekabet ortami olusturulmadikcaturkiye internet magdurlari dernegien buyuk sivil olusum olacaktir.
1345,14.05.2001,ozellestirildiginde herseyin daha da boktan bir hala alacagini ve telefonun lux bir iletisim araci olacagina inandigim kurulus.ayrica devlet 10-20 milyar $ arasi bir fiyata satacagini duydugumda devletin kâr yerine buyuk zararlar edecegini dusunuyorum.ayrica hali hazirda bulunan abone degerinin fiyata eklenmedigi ve sadece binalarin ve makinalarin degerine satilacagi da dusunulerek devletin ne bokuna satmaya calistigini anlayamadim.ayricaimfveabd'nin illa da ozellestirin diye baski yapmasi da baska bir sorun.ozellestirilmis bir tekelin nelere yol acacagini ise dusunmek bile istemiyorum.
1346,24.07.2001,"ben: iyi gunler. turk telekom mu?tt: evet buyrun.ben: benim adsl baglantimda bir sorun var nereyle konusmam gerek acaba?tt: bir saniye sizi ozel devreler bolumune bagliyorum...tt: buyrun.ben: iyi gunler. benim adsl hat...tt: bir sn. sizi bagliyorum.......ben: iyi gunler. benim adsl hattimda bir sorun var.tt: buyrun. sorun nedir?ben: dun aksamdan beri sinyal gelmiyor modeme.tt: hmm. nedir modeminiz ?ben: cart curt.tt: isiklar nasil yaniyor ? kirmizi ? yesil ?ben: kirmizi hanfendi.tt: abone no alabilir miyim?ben: xxxxxxxxxtt: bir sn. lutfen...tt: efendim hattiniz borctan kapatilmis (ne borcu ?!).ben: ne borcu hanfendi. odedim ben.tt: size bir no veriyorum. arayip sorabilirsiniz.ben: alayim.(aranir)ben: iyi gunler. benim hede hattim borctan dolayi kapanmis. bir bakar misiniz ben odemistim.tt: bakayim....tt: bir sn...tt: beyfendi borcunuz yok. ben birazdan actiririm.ben: eh sagolun.burda merak ettigim acaba ttdekiler neye gore hat kesiyorlar.kura, cekilis falan mi yapiyorlar can sikintisindan ?"
1347,20.08.2001,(bkz:türk tenekekom)
1348,17.10.2001,http://www.telekom.gov.tr/
1349,17.01.2002,"acıbadem'de , avrupa yakasının bile belirli bölgelerinden görülebilen bir binası olan kuruluş..."
1350,08.03.2000,halkim bir suru ben bunlari nasil duduklerim oy oy diye taklalar atan kurum..
1351,04.11.2000,napacagi belli olmayan basketbol takimi.
1352,15.02.2001,"bazen mit gibi calistigini dusundugum ilginc sirket...zamaninda irc de rastladigim birisi muhabbet arasinda bana turk nokta net ten baskasinin kredi karti ile yaptigim alisverislerden bahsetmisti... daha sonra tansu ciller ve e-mailla yoladigi gizli dosyalar gibi ucuk hikayeler anlatmisti...ama irc deki birisinin durup dururken nasil olupda kimin kredi kartindan ne kadar harcadigimi bildigini merak etmisimdir...telekomdaki telefon numarasinida verdiydi bu abimiz, ara dediydi."
1353,09.04.2001,"data devrelerine yaptigi fahis zamla isp leri cileden cikarmis, ""ulan verdigin hizmet ne aldigin para ne "" dedirten kurulus. sayelerinde 56 k ve cable  modemden ilerisini goremeyen bir ulus olacagiz."
1354,16.04.2001,ozellestirilmesinin cok seyi degistirmeyecegine inandigim sirket. telekom u satin alacak sirket kar realizasyonuna gidecek ve belki de internet kullanicilarina daha beter eziyet cektirebilecektir. gsm misali lisans cogaltilmadikca ve rekabet ortami olusturulmadikcaturkiye internet magdurlari dernegien buyuk sivil olusum olacaktir.
1355,14.05.2001,ozellestirildiginde herseyin daha da boktan bir hala alacagini ve telefonun lux bir iletisim araci olacagina inandigim kurulus.ayrica devlet 10-20 milyar $ arasi bir fiyata satacagini duydugumda devletin kâr yerine buyuk zararlar edecegini dusunuyorum.ayrica hali hazirda bulunan abone degerinin fiyata eklenmedigi ve sadece binalarin ve makinalarin degerine satilacagi da dusunulerek devletin ne bokuna satmaya calistigini anlayamadim.ayricaimfveabd'nin illa da ozellestirin diye baski yapmasi da baska bir sorun.ozellestirilmis bir tekelin nelere yol acacagini ise dusunmek bile istemiyorum.
1356,24.07.2001,"ben: iyi gunler. turk telekom mu?tt: evet buyrun.ben: benim adsl baglantimda bir sorun var nereyle konusmam gerek acaba?tt: bir saniye sizi ozel devreler bolumune bagliyorum...tt: buyrun.ben: iyi gunler. benim adsl hat...tt: bir sn. sizi bagliyorum.......ben: iyi gunler. benim adsl hattimda bir sorun var.tt: buyrun. sorun nedir?ben: dun aksamdan beri sinyal gelmiyor modeme.tt: hmm. nedir modeminiz ?ben: cart curt.tt: isiklar nasil yaniyor ? kirmizi ? yesil ?ben: kirmizi hanfendi.tt: abone no alabilir miyim?ben: xxxxxxxxxtt: bir sn. lutfen...tt: efendim hattiniz borctan kapatilmis (ne borcu ?!).ben: ne borcu hanfendi. odedim ben.tt: size bir no veriyorum. arayip sorabilirsiniz.ben: alayim.(aranir)ben: iyi gunler. benim hede hattim borctan dolayi kapanmis. bir bakar misiniz ben odemistim.tt: bakayim....tt: bir sn...tt: beyfendi borcunuz yok. ben birazdan actiririm.ben: eh sagolun.burda merak ettigim acaba ttdekiler neye gore hat kesiyorlar.kura, cekilis falan mi yapiyorlar can sikintisindan ?"
1357,20.08.2001,(bkz:türk tenekekom)
1358,17.10.2001,http://www.telekom.gov.tr/
1359,17.01.2002,"acıbadem'de , avrupa yakasının bile belirli bölgelerinden görülebilen bir binası olan kuruluş..."
1360,08.03.2000,halkim bir suru ben bunlari nasil duduklerim oy oy diye taklalar atan kurum..
1361,04.11.2000,napacagi belli olmayan basketbol takimi.
1362,15.02.2001,"bazen mit gibi calistigini dusundugum ilginc sirket...zamaninda irc de rastladigim birisi muhabbet arasinda bana turk nokta net ten baskasinin kredi karti ile yaptigim alisverislerden bahsetmisti... daha sonra tansu ciller ve e-mailla yoladigi gizli dosyalar gibi ucuk hikayeler anlatmisti...ama irc deki birisinin durup dururken nasil olupda kimin kredi kartindan ne kadar harcadigimi bildigini merak etmisimdir...telekomdaki telefon numarasinida verdiydi bu abimiz, ara dediydi."
1363,09.04.2001,"data devrelerine yaptigi fahis zamla isp leri cileden cikarmis, ""ulan verdigin hizmet ne aldigin para ne "" dedirten kurulus. sayelerinde 56 k ve cable  modemden ilerisini goremeyen bir ulus olacagiz."
1364,16.04.2001,ozellestirilmesinin cok seyi degistirmeyecegine inandigim sirket. telekom u satin alacak sirket kar realizasyonuna gidecek ve belki de internet kullanicilarina daha beter eziyet cektirebilecektir. gsm misali lisans cogaltilmadikca ve rekabet ortami olusturulmadikcaturkiye internet magdurlari dernegien buyuk sivil olusum olacaktir.
